LOG_Code;UI_Code;ADR_Num;ADR_Libelle;ADR_CodePo;ADR_CommPo
1 770 0500 750 024;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 750 025;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 750 026;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 750 027;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 750 028;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 750 029;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 750 030;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 750 031;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 750 032;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 750 033;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 750 034;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 750 035;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 750 036;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 751 037;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 751 038;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 751 039;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 751 040;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 751 041;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 751 042;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 751 043;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 751 044;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 751 045;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 751 046;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 751 047;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 751 048;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 751 049;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 751 050;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 751 051;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 751 052;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 751 053;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 751 054;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 751 055;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 751 056;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 751 057;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 751 058;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 751 059;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 751 060;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 751 061;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 751 062;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 751 063;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 751 064;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 751 065;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 751 066;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 751 067;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 751 068;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 751 069;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 751 070;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 751 071;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 751 072;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 752 073;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 752 074;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 752 075;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 752 076;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 752 077;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 752 078;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 752 079;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 752 080;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 752 081;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 752 082;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 752 083;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 752 084;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 752 085;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 752 086;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 752 087;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 752 088;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 752 089;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 752 090;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 752 091;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 752 092;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 752 093;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 752 094;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 752 095;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 752 096;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 752 097;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 752 098;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 752 099;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 752 100;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 752 101;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 752 102;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 752 103;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 752 104;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 752 105;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 752 106;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 752 107;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 752 108;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 760 109;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 760 110;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 760 111;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 760 112;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 760 113;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 760 114;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 760 115;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 760 116;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 760 117;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 760 118;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 760 119;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 760 120;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 760 121;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 760 122;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 760 123;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 760 124;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 760 125;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 760 126;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 760 127;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 760 128;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 760 129;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 760 130;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 760 131;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 760 132;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 760 133;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 760 134;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 760 135;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 761 136;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 761 137;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 761 138;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 761 139;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 761 140;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 761 141;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 761 142;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 761 143;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 761 144;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 761 145;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 761 146;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 761 147;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 761 148;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 761 149;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 761 150;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 761 151;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 761 152;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 761 153;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 761 154;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 761 155;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 761 156;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 761 157;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 761 158;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 761 159;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 761 160;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 761 161;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 761 162;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 761 163;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 761 164;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 761 165;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 761 166;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 761 167;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 761 168;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 761 169;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 761 170;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 761 171;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 762 172;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 762 173;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 762 174;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 762 175;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 762 176;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 762 177;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 762 178;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 762 179;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 762 180;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 762 181;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 762 182;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 762 183;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 762 184;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 762 185;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 762 186;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 762 187;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 762 188;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 762 189;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 770 190;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 770 191;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 770 192;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 770 193;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 770 194;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 770 195;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 770 196;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 770 197;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 770 198;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 770 199;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 770 200;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 770 201;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 770 202;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 770 203;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 770 204;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 770 205;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 770 206;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 770 207;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 770 208;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 770 209;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 770 210;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 770 211;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 770 212;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 770 213;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 770 214;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 770 215;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 770 216;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 770 217;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 770 218;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 770 219;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 770 220;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 770 221;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 770 222;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 770 223;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 770 224;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 770 225;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 771 226;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 771 227;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 771 228;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 771 229;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 771 230;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 771 231;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 771 232;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 771 233;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 771 234;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 771 235;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 771 236;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 771 237;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 771 238;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 771 239;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 771 240;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 771 241;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 771 242;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 771 243;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 771 244;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 771 245;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 771 246;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 771 247;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 771 248;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 771 249;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 771 250;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 771 251;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 771 252;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 771 253;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 771 254;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 771 255;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 771 256;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 771 257;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 771 258;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 771 259;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 771 260;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 771 261;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 780 262;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 780 263;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 780 264;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 780 265;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 780 266;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 780 267;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 780 268;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 780 269;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 780 270;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 780 271;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 780 272;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 780 273;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 780 274;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 780 275;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 780 276;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 780 277;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 780 278;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 780 279;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 780 280;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 780 281;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 780 282;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 780 283;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 780 284;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 780 285;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 780 286;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 780 287;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 780 288;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 780 289;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 780 290;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 780 291;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 780 292;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 780 293;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 780 294;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 780 295;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 780 296;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 780 297;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 781 298;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 781 299;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 781 300;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 781 301;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 781 302;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 781 303;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 781 304;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 781 305;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 781 306;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 781 307;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 781 308;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 781 309;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 781 310;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 781 311;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 781 312;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 781 313;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 781 314;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 781 315;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 790 316;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 790 317;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 790 318;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 790 319;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 790 320;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 790 321;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 790 322;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 790 323;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 790 324;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 790 325;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 790 326;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 790 327;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 790 328;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 790 329;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 790 330;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 790 331;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 790 332;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 790 333;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 790 334;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 790 335;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 790 336;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 790 337;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 790 338;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 790 339;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 790 340;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 790 341;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 790 342;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 790 343;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 790 344;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 790 345;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 790 346;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 790 347;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 790 348;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 790 349;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 790 350;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 790 351;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 791 352;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 791 353;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 791 354;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 791 355;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 791 356;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 791 357;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 791 358;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 791 359;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 791 360;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 791 361;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 791 362;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 791 363;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 791 364;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 791 365;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 791 366;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 791 367;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 791 368;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 791 369;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 791 370;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 791 371;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 791 372;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 791 373;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 791 374;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 791 375;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 791 376;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 791 377;1 770 0500;54; de corbeil;77000;Melun
1 770 0500 791 378;1 770 0500;54; de corbeil;77000;Melun
1 770 0700 003 001;1 770 0700;;Place Georges Clemenceau;77300;Fontainebleau
1 770 0700 003 002;1 770 0700;;Place Georges Clemenceau;77300;Fontainebleau
1 770 0700 003 003;1 770 0700;;Place Georges Clemenceau;77300;Fontainebleau
1 780 0025 001 011;1 780 0025;;1 rue rene bazin;78370;Plaisir
1 780 0025 001 012;1 780 0025;;1 rue rene bazin;78370;Plaisir
1 780 0025 001 013;1 780 0025;;1 rue rene bazin;78370;Plaisir
1 780 0025 001 014;1 780 0025;;1 rue rene bazin;78370;Plaisir
1 780 0025 003 005;1 780 0025;;1 rue rene bazin;78370;Plaisir
1 780 0025 003 006;1 780 0025;;1 rue rene bazin;78370;Plaisir
1 780 0025 003 007;1 780 0025;;1 rue rene bazin;78370;Plaisir
1 780 0025 003 008;1 780 0025;;1 rue rene bazin;78370;Plaisir
1 780 0025 003 009;1 780 0025;;1 rue rene bazin;78370;Plaisir
1 780 0025 003 010;1 780 0025;;1 rue rene bazin;78370;Plaisir
1 790 0500 001 001;1 790 0500;87;de la Blauderie;79000;Niort
1 790 0500 001 002;1 790 0500;87;de la Blauderie;79000;Niort
1 790 0500 001 003;1 790 0500;87;de la Blauderie;79000;Niort
1 790 0500 001 004;1 790 0500;87;de la Blauderie;79000;Niort
1 790 0500 001 005;1 790 0500;87;de la Blauderie;79000;Niort
1 790 0500 001 101;1 790 0500;87;de la Blauderie;79000;Niort
1 790 0500 001 102;1 790 0500;87;de la Blauderie;79000;Niort
1 790 0500 001 103;1 790 0500;87;de la Blauderie;79000;Niort
1 790 0500 001 104;1 790 0500;87;de la Blauderie;79000;Niort
1 790 0500 001 105;1 790 0500;87;de la Blauderie;79000;Niort
1 790 0500 001 201;1 790 0500;87;de la Blauderie;79000;Niort
1 790 0500 001 202;1 790 0500;87;de la Blauderie;79000;Niort
1 790 0500 001 203;1 790 0500;87;de la Blauderie;79000;Niort
1 790 0500 001 204;1 790 0500;87;de la Blauderie;79000;Niort
1 790 0500 001 205;1 790 0500;87;de la Blauderie;79000;Niort
1 790 0500 002 001;1 790 0500;87;de la Blauderie;79000;Niort
1 790 0500 002 002;1 790 0500;87;de la Blauderie;79000;Niort
1 790 0500 002 101;1 790 0500;87;de la Blauderie;79000;Niort
1 790 0500 002 102;1 790 0500;87;de la Blauderie;79000;Niort
1 790 0500 002 201;1 790 0500;87;de la Blauderie;79000;Niort
1 790 0500 002 202;1 790 0500;87;de la Blauderie;79000;Niort
1 790 0500 003 001;1 790 0500;87;de la Blauderie;79000;Niort
1 790 0500 003 002;1 790 0500;87;de la Blauderie;79000;Niort
1 790 0500 003 101;1 790 0500;87;de la Blauderie;79000;Niort
1 790 0500 003 102;1 790 0500;87;de la Blauderie;79000;Niort
1 790 0500 003 201;1 790 0500;87;de la Blauderie;79000;Niort
1 790 0500 003 202;1 790 0500;87;de la Blauderie;79000;Niort
1 790 0500 004 001;1 790 0500;87;de la Blauderie;79000;Niort
1 790 0500 004 002;1 790 0500;87;de la Blauderie;79000;Niort
1 790 0500 004 101;1 790 0500;87;de la Blauderie;79000;Niort
1 790 0500 004 102;1 790 0500;87;de la Blauderie;79000;Niort
1 790 0500 004 201;1 790 0500;87;de la Blauderie;79000;Niort
1 790 0500 004 202;1 790 0500;87;de la Blauderie;79000;Niort
1 790 0500 005 001;1 790 0500;87;de la Blauderie;79000;Niort
1 790 0500 005 002;1 790 0500;87;de la Blauderie;79000;Niort
1 790 0500 005 003;1 790 0500;87;de la Blauderie;79000;Niort
1 790 0500 005 004;1 790 0500;87;de la Blauderie;79000;Niort
1 790 0500 005 005;1 790 0500;87;de la Blauderie;79000;Niort
1 790 0500 005 101;1 790 0500;87;de la Blauderie;79000;Niort
1 790 0500 005 102;1 790 0500;87;de la Blauderie;79000;Niort
1 790 0500 005 103;1 790 0500;87;de la Blauderie;79000;Niort
1 790 0500 005 104;1 790 0500;87;de la Blauderie;79000;Niort
1 790 0500 005 105;1 790 0500;87;de la Blauderie;79000;Niort
1 790 0500 005 201;1 790 0500;87;de la Blauderie;79000;Niort
1 790 0500 005 202;1 790 0500;87;de la Blauderie;79000;Niort
1 790 0500 005 203;1 790 0500;87;de la Blauderie;79000;Niort
1 790 0500 005 204;1 790 0500;87;de la Blauderie;79000;Niort
1 790 0500 005 205;1 790 0500;87;de la Blauderie;79000;Niort
1 790 0500 006 001;1 790 0500;87;de la Blauderie;79000;Niort
